,id,normalized_name,region,investment_rounds,invested_companies,milestones,relationships
5333,f:2510,ff angel,SF Bay,39,36,2,1
5334,f:2512,galia gestion,Bordeaux Cedex,11,10,0,6
5335,f:2513,irdi midi pyrenees,France - Other,8,8,0,0
5336,f:2516,sgpartenaires,London,1,1,0,1
5337,f:2518,tweed renaissance investors,United Kingdom - Other,7,6,0,2
5338,f:2519,barwell,United Kingdom - Other,3,3,0,0
5339,f:252,chrysalis ventures,Louisville,36,27,0,15
5340,f:2522,verdoso investment,Luxembourg,0,0,0,2
5341,f:2525,qvt financial,New York,7,5,0,3
5342,f:2526,gsk venture,unknown,9,7,0,0
5343,f:2527,westfieldmanagement,Boston,3,3,0,3
5344,f:2528,adagemanagement,Boston,4,4,0,0
5345,f:2529,avenir finance,France - Other,6,6,0,0
5346,f:2530,soridec,Montpellier,9,9,0,6
5347,f:2531,erasmus mc biomedical,Rotterdam,4,2,0,2
5348,f:2532,sã¤chsische beteiligungsgesellschaft,Dresden,1,1,0,2
5349,f:2533,capdecisif,Paris,19,15,0,4
5350,f:2534,digital sky technologies,Moscow,12,10,0,8
5351,f:2535,silver lake,SF Bay,13,13,3,157
5352,f:2537,aaa of southern california,San Diego,0,0,0,1
5353,f:2538,midlandpartners,Kansas City,0,0,0,0
5354,f:2539,regions bancorp,unknown,0,0,0,0
5355,f:254,kline hawkes,Los Angeles,1,1,0,11
5356,f:2540,wells fargo bank,SF Bay,4,4,0,38
5357,f:2542,longbow,London,6,5,0,3
5358,f:2543,mountaineer,Charleston,2,2,0,4
5359,f:2544,west virginia jobs investment trust board,unknown,2,2,0,4
5360,f:2545,sofia,unknown,1,1,0,0
5361,f:2546,soitec,Bernin,1,1,1,6
5362,f:2547,s r i w,Liege,2,2,0,0
5363,f:2548,sopartec,Belgique,2,2,0,2
5364,f:2549,new value,Baar,5,4,0,2
5365,f:255,westlake venture,United States - Other,1,1,0,5
5366,f:2550,eps value plus,Zurich,4,4,0,2
5367,f:2551,corporaccioncan,unknown,1,1,0,0
5368,f:2552,wm enterprise investment division,Birmingham,7,7,0,3
5369,f:2553,fbfund,unknown,23,21,2,11
5370,f:2554,pfizer strategic investments,New York,7,6,0,0
5371,f:2555,genenfund,unknown,2,2,0,0
5372,f:2556,southwest michigan first investment arm,Kalamazoo,5,4,0,3
5373,f:2557,hopen therapeutics,Grand Rapids,1,1,0,2
5374,f:2558,inversiones valenciariesgo,unknown,1,1,0,0
5375,f:2559,libertas 7,Spain - Other,1,1,0,0
5376,f:256,constellation ventures,New York,21,18,0,10
5377,f:2560,imperial innovations,London,36,28,3,32
5378,f:2561,ocean tomo,Chicago,0,0,0,2
5379,f:2562,synergis technologies,London,3,3,0,2
5380,f:2563,new york state common retirement,Albany,4,4,0,2
5381,f:2564,vanderbilt university office of investments,unknown,2,2,0,0
5382,f:2565,bayern kapital,Landshut,46,31,2,23
5383,f:2566,sodero gestion,Nantes Cedex,2,2,0,0
5384,f:2567,bretagne jeunes,Rennes,3,2,0,0
5385,f:2568,société financière lorient développementis,Lorient Cedex,1,1,0,0
5386,f:2569,progress,Boston,0,0,0,26
5387,f:257,venture frogs,SF Bay,2,2,0,2
5388,f:2570,accor services,unknown,1,1,0,0
5389,f:2571,paris business angels,Paris,2,2,0,2
5390,f:2572,svenska generationsskiften,Sweden - Other,1,1,0,2
5391,f:2573,edap 2007,Barcelona,1,1,0,0
5392,f:2574,jumpstart,Cleveland,37,33,0,66
5393,f:2575,krautkraemer,Dusseldorf,0,0,1,2
5394,f:2577,proven vct,unknown,1,1,0,0
5395,f:2578,partam tel a viv,unknown,1,1,0,0
5396,f:2579,fs ventures holding,Miami,0,0,0,1
5397,f:258,spectrum equity,Boston,20,17,4,42
5398,f:2580,low carbon seed,unknown,1,1,0,0
5399,f:2581,midven,Birmingham,36,34,0,17
5400,f:2582,catapult venture managers,Leicester,26,17,0,11
5401,f:2583,trafalgarmanagement,London,1,1,0,0
5402,f:2584,business angels fondsgesellschaft,Berlin,1,1,0,0
5403,f:2586,black river asset management,Minneapolis,18,16,0,7
5404,f:2587,grupo itnet,Barcelona,4,4,1,3
5405,f:2588,caixarisc,Barcelona,39,38,0,7
5406,f:2589,nobska ventures,Washington DC,4,2,0,0
5407,f:259,stripes group,New York,16,15,0,19
5408,f:2591,sting,Kista,13,12,0,2
5409,f:2592,capitole angels,toulouse,2,2,0,2
5410,f:2593,alliance entreprendre,Paris,1,1,0,0
5411,f:2594,compass private equity,London,1,1,0,0
5412,f:2595,octapris investments,unknown,1,1,0,0
5413,f:2596,isq,Porto Salvo,1,1,0,0
5414,f:2597,endeavour,Portland,11,8,0,26
5415,f:2598,power play energy,New York,1,1,0,0
5416,f:2599,radlp,unknown,1,1,0,0
5417,f:26,draper fisher jurvetson dfj,SF Bay,461,274,0,39
5418,f:260,ta associates,Boston,31,31,5,102
5419,f:2600,globispartners,Tokyo,10,10,2,1
5420,f:2601,itochu technology ventures,Tokyo,26,22,5,21
5421,f:2602,tullis health investors,New York,9,6,0,3
5422,f:2603,miami valley venture,unknown,2,2,0,0
5423,f:2604,synergy life science partner,SF Bay,11,5,0,6
5424,f:2605,sophia business angels,Sophia Antipolis,2,2,0,2
5425,f:2606,ivola,unknown,2,2,0,0
5426,f:2607,ridings early growth investment,unknown,7,6,0,0
5427,f:2608,yorkshire association of business angels,Harrogate,8,7,0,2
5428,f:2609,oak money,unknown,0,0,0,0
5429,f:261,signature,Dublin,5,5,0,3
5430,f:2610,sc launch,"Columbia, SC",9,9,0,26
5431,f:2612,bainco international investors,Boston,2,2,0,0
5432,f:2613,clean energy venture group,unknown,5,5,0,1
5433,f:2614,rsg,Ljubljana,3,3,3,0
5434,f:2616,sã¤tila holding,Sverige,3,3,0,0
5435,f:2617,global environmentmanagement,Washington DC,6,6,0,2
5436,f:2619,nth power,SF Bay,33,18,1,12
5437,f:262,dag ventures,SF Bay,170,116,0,13
5438,f:2620,cm cicprive,Paris,17,15,0,15
5439,f:2621,ouest croissance,unknown,3,3,0,0
5440,f:2622,bildaburg,unknown,0,0,0,1
5441,f:2623,idfc private equity,Mumbai,3,3,0,5
5442,f:2624,aureos,Qingdao,2,2,3,0
5443,f:2625,persistence,Santa Barbara,4,3,3,3
5444,f:2626,murphree venture,Houston,4,4,0,5
5445,f:2627,ludgate investments,London,1,1,0,2
5446,f:2628,bbtmanagement,unknown,3,2,0,0
5447,f:2629,apothecary,Chicago,3,3,0,1
5448,f:263,meritage funds,Denver,14,10,3,10
5449,f:2631,jafco life science,unknown,1,1,0,0
5450,f:2632,altitude life science ventures,Durango,12,5,0,2
5451,f:2634,baroda ventures,Los Angeles,26,19,3,6
5452,f:2636,voobon ventures,Atlanta,1,1,0,0
5453,f:2637,certifiedgroup,unknown,1,1,0,0
5454,f:2638,sbi asset management,Tokyo,1,1,0,1
5455,f:2639,sbi investment,Tokyo,3,3,0,2
5456,f:264,new millenium,Mount Shasta,3,2,0,2
5457,f:2640,third security,Radford,7,4,0,5
5458,f:2641,element,Philadelphia,23,17,0,25
5459,f:2642,natural gas,Dallas,4,4,0,1
5460,f:2643,sailpartners,Los Angeles,8,6,1,10
5461,f:2644,allianz private equity,New York,2,1,0,7
5462,f:2645,pacific corporate group,San Diego,8,7,0,3
5463,f:2646,red abbey venture,Baltimore,10,7,0,2
5464,f:2647,arboretum ventures,Detroit,25,19,0,12
5465,f:2648,aisling,New York,30,19,0,15
5466,f:2649,canadian medical discoveries,unknown,9,7,0,0
5467,f:265,pacrim venture,SF Bay,5,3,0,7
5468,f:2650,astellas venture management,SF Bay,17,14,0,3
5469,f:2651,omnis mundi,Saint Gallen,1,1,0,0
5470,f:2652,five ventures,Charlotte,2,1,0,0
5471,f:2653,argonaut,Boston,6,5,0,1
5472,f:2654,cordova ventures,Atlanta,4,3,0,0
5473,f:2655,early stage,Cleveland,16,14,0,5
5474,f:2657,orkos,Paris,11,9,2,2
5475,f:2658,montagu newhall associates,Washington DC,9,8,0,5
5476,f:2659,cross creek,Salt Lake City,20,17,2,6
5477,f:266,staenberg venture,Seattle,5,4,0,3
5478,f:2660,japan venture,Tokyo,0,0,0,5
5479,f:2661,richardson,Winnipeg,1,1,0,5
5480,f:2662,gardiner group,unknown,1,1,0,0
5481,f:2663,ontario centres of excellence,Toronto,13,13,3,22
5482,f:2664,hsh nordbank,Germany - Other,2,1,0,2
5483,f:2665,allco renewable energy,New York,2,1,0,0
5484,f:2666,macquariefunds,London,7,6,2,4
5485,f:2667,kansas technology,Kansas City,1,1,0,2
5486,f:2669,avenuegroup,New York,3,2,1,1
5487,f:267,masthead venture,Boston,27,15,2,10
5488,f:2670,nbp asia investments,unknown,1,1,0,0
5489,f:2671,china environmental,Beijing,2,2,0,0
5490,f:2672,calvert social venture,Washington DC,3,3,0,4
5491,f:2673,chief scientist the state of israel,unknown,2,2,0,0
5492,f:2674,sapinda deutschland,Amsterdam,0,0,0,1
5493,f:2675,omninet,Los Angeles,1,1,0,2
5494,f:2676,close venture management,London,14,10,0,14
5495,f:2677,sjf ventures,Raleigh-Durham,19,15,4,13
5496,f:2678,brand journey,Virginia Beach,1,1,0,4
5497,f:2679,docor international management,Tel Aviv,12,9,0,9
5498,f:268,constantin,SF Bay,9,4,0,2
5499,f:2680,pontifax,Herzelia,17,12,0,3
5500,f:2682,life sciences,Amsterdam,39,27,0,20
5501,f:2683,gordon river,Naples,1,1,0,0
5502,f:2684,barclays,Atlanta,1,1,1,72
5503,f:2686,tsg equity,Boston,2,1,0,5
5504,f:2687,origo sino india,Beijing,7,7,0,6
5505,f:2688,pittsburgh life sciences greenhouse,Pittsburg,32,21,0,26
5506,f:2689,university of cambridge enterprise,London,4,4,0,3
5507,f:269,rre ventures,New York,207,126,0,18
5508,f:2690,inserm transfert initiative,Paris,4,3,0,2
5509,f:2691,genopole,Evry cedex,1,1,0,3
5510,f:2692,nw brown ventures,London,5,5,0,2
5511,f:2693,e synergy,London,16,13,0,18
5512,f:2694,calim private equity,Aspen,1,1,0,0
5513,f:2695,us renewables,Los Angeles,6,4,0,6
5514,f:2696,bcn ventures,Barcelona,2,1,0,1
5515,f:2697,axis participaciones empresariales,Madrid,2,2,0,2
5516,f:2698,invertec,London,6,4,0,0
5517,f:27,inflexion,Orlando,8,4,0,6
5518,f:270,anschutz investment,Denver,2,2,0,2
5519,f:2700,reusde negocis,unknown,2,1,0,0
5520,f:2701,banque de vizille,Lyon Cedex,7,7,0,0
5521,f:2702,avenir entreprises gestion,Paris,5,5,0,0
5522,f:2703,swarraton,London,3,3,0,2
5523,f:2704,mps venture,Firenze,3,2,0,0
5524,f:2705,biofund,unknown,2,2,0,0
5525,f:2707,marubent america,unknown,1,1,0,0
5526,f:2708,kirlan venture,Seattle,3,2,0,2
5527,f:2709,metdist,London,2,1,0,0
5528,f:271,omni,Denver,4,2,0,1
5529,f:2711,actis,London,5,5,3,4
5530,f:2712,reservoir venture,Columbus,10,8,0,1
5531,f:2713,sustainable technologies,Stockholm,7,7,0,3
5532,f:2714,yellow blue investment management,Netherlands - Other,3,3,0,3
5533,f:2715,conduit ventures,London,3,3,0,4
5534,f:2716,gallium moore,London,0,0,0,2
5535,f:2718,estonian development,Tallinn,4,4,3,3
5536,f:2719,advanced technology development center,Atlanta,3,2,0,21
5537,f:272,polaris,Boston,222,127,4,37
5538,f:2720,unilever technology ventures,SF Bay,10,7,0,10
5539,f:2721,battelle ventures,Philadelphia,23,15,0,7
5540,f:2722,innovation valley,Knoxville,12,11,0,9
5541,f:2723,fidequity,London,0,0,0,0
5542,f:2724,set venture,Amsterdam,3,3,0,0
5543,f:2725,schokland funds,unknown,1,1,0,0
5544,f:2726,hs lifesciences,Zurich,0,0,0,0
5545,f:2727,china spring,unknown,1,1,0,0
5546,f:2728,4di,Cape Town,4,4,0,13
5547,f:2729,fisk ventures,unknown,7,2,0,2
5548,f:273,southern capitol ventures,Raleigh-Durham,13,9,0,6
5549,f:2730,j burkepartners,New York,1,1,0,0
5550,f:2731,starwood,New York,1,1,3,1
5551,f:2732,investcorp gulf investments,New York,12,11,1,148
5552,f:2733,california institute for regenerative medicine,SF Bay,2,2,0,3
5553,f:2735,gbs ventures,Melbourne,26,15,0,9
5554,f:2736,singapore bio innovations,unknown,2,2,0,0
5555,f:2737,freestyle,unknown,47,39,2,12
5556,f:2738,pfizer venture investments,New York,21,19,0,30
5557,f:2739,lilly ventures,Indianapolis,27,16,0,11
5558,f:274,arts alliance ventures,London,16,14,2,11
5559,f:2740,rk ventures group,New York,5,3,0,2
5560,f:2741,bioadvance,Philadelphia,9,6,0,26
5561,f:2742,tiger,unknown,3,3,0,0
5562,f:2743,sienna equity,Los Angeles,1,1,0,0
5563,f:2744,etvsa,London,8,8,0,4
5564,f:2745,small ventures usa,Houston,1,1,0,0
5565,f:2746,virginia active angel network,unknown,2,2,0,0
5566,f:2747,bluetreegroup,Pittsburg,3,3,0,1
5567,f:2749,waveland venture,Los Angeles,2,1,0,2
5568,f:2750,telegraph hill,SF Bay,10,7,0,11
5569,f:2751,tvsfunds,Chennai,0,0,0,3
5570,f:2752,dry creek ventures,Healdsburg,2,2,0,2
5571,f:2753,silicon valley product group,SF Bay,1,1,0,2
5572,f:2754,energy investors,Boston,1,1,0,0
5573,f:2755,ienergies,Norway - Other,1,1,0,0
5574,f:2756,mithraspartners,London,0,0,0,1
5575,f:2759,avrio ventures,Calgary,5,3,1,3
5576,f:276,waterview,unknown,2,2,0,2
5577,f:2760,sante ventures,Austin,10,8,0,49
5578,f:2761,sr one,Boston,39,28,0,17
5579,f:2762,excel medical ventures,Boston,4,4,0,20
5580,f:2763,apple tree,New York,9,3,0,5
5581,f:2764,novartis venture,Basel,72,49,0,25
5582,f:2766,tacoma angel network,Seattle,1,1,0,2
5583,f:2767,zino society,Seattle,2,2,1,3
5584,f:2768,neomed,Oslo,6,4,0,1
5585,f:2769,valhalla investments,unknown,1,1,0,0
5586,f:277,chengwei,Shanghai,10,4,0,0
5587,f:2770,birch venture,Taipei,1,1,2,2
5588,f:2771,fountain healthcare,Dublin,7,5,0,0
5589,f:2774,janus,Denver,4,3,0,0
5590,f:2775,integra ventures,Seattle,8,6,0,1
5591,f:2776,masa life science,Washington DC,3,2,0,0
5592,f:2778,healthcare ventures,Boston,42,27,0,12
5593,f:278,sarofim fayez and,Houston,10,5,0,25
5594,f:2780,odyssey research,Bismarck,2,1,0,0
5595,f:2781,merck serono ventures,Darmstadt,8,5,0,2
5596,f:2782,apposite,London,5,4,0,3
5597,f:2785,dot edu ventures,unknown,4,3,0,0
5598,f:2786,ziegler healthvest,Chicago,2,1,0,1
5599,f:2787,hudson clean energy,New York,7,3,1,5
5600,f:2788,berchwood,New York,0,0,0,1
5601,f:279,technology crossover ventures,SF Bay,33,29,0,61
5602,f:2790,low carbon accelerator,Guernsey,7,6,0,0
5603,f:2791,channel medical,Chicago,4,4,0,2
5604,f:2792,lincoln funds international,unknown,1,1,0,1
5605,f:2793,i2bf venture,New York,12,9,3,17
5606,f:2794,bohemian investments,Cayman Islands - Other,1,1,0,1
5607,f:2795,southern ute,Ignacio,4,3,0,0
5608,f:2796,interlaken,New York,1,1,0,0
5609,f:2797,canaccord adams,Vancouver,3,3,0,1
5610,f:2798,morgan stanleyinternational,London,1,1,0,2
5611,f:2799,mirabaud securities llp,London,1,1,0,0
5612,f:28,village ventures,Williamstown,68,41,0,12
5613,f:280,tuputele ventures,TBD,1,1,0,0
5614,f:2800,evolution securities limited,London,1,1,0,1
5615,f:2801,deerfieldmanagement,Chicago,12,11,0,5
5616,f:2803,broadview ventures,Boston,6,5,0,15
5617,f:2804,the peierls foundation,New York,3,2,0,0
5618,f:2805,quaker bioventures,Philadelphia,32,23,0,8
5619,f:2806,devon park bioventures,Philadelphia,8,7,0,0
5620,f:2808,mapresbury communications,unknown,0,0,0,0
5621,f:2809,mapesbury communications,Hertfordshire,0,0,0,2
5622,f:281,lrggroup,SF Bay,1,1,0,0
5623,f:2811,centrestone ventures,Winnipeg,1,1,0,0
5624,f:2813,columbia pacific advisors,Seattle,3,2,0,0
5625,f:2814,aberdare ventures,SF Bay,35,22,3,11
5626,f:2815,accuitive medical ventures,Atlanta,17,11,0,6
5627,f:2817,oakwoodmanagement,Los Angeles,0,0,0,2
5628,f:2818,oakwood medical investors,Saint Louis,8,4,0,0
5629,f:2819,schroder ventures,London,4,3,0,3
5630,f:2820,towerbrookpartners,London,5,5,0,3
5631,f:2821,idgvc,unknown,1,1,0,1
5632,f:2822,infinite,Cleveland,2,2,0,0
5633,f:2823,mpm bio iv nvs strategic,unknown,4,2,0,0
5634,f:2824,vectis healthcare life sciences,unknown,2,2,0,0
5635,f:2825,the column group,SF Bay,20,12,0,10
5636,f:2826,lodh immunology,unknown,2,1,0,0
5637,f:2827,bz bank,Wilen,3,1,0,0
5638,f:2828,omega funds,unknown,11,10,0,0
5639,f:2829,spring bay ventures,Ponte Vedra Beach,4,3,0,2
5640,f:283,hercules technology growth,SF Bay,39,36,0,71
5641,f:2830,gainesborough and peponi investments,unknown,1,1,0,0
5642,f:2831,mf,SF Bay,2,2,0,0
5643,f:2832,ladderfinance,New York,0,0,0,3
5644,f:2833,medley,SF Bay,5,2,0,1
5645,f:2834,aescap venture,Amsterdam,12,9,0,6
5646,f:2835,navitas,Alphen aan den Rijn,14,10,2,2
5647,f:2836,capricorn venture,Leuven,13,11,2,19
5648,f:2837,ing group,Amsterdam,4,4,2,5
5649,f:2838,china healthcare partnership,unknown,1,1,0,0
5650,f:2839,softbank china venture,Shanghai,5,4,0,5
5651,f:284,monitor ventures,Los Angeles,26,11,0,7
5652,f:2840,affinitymanagement,Minneapolis,14,11,0,1
5653,f:2842,bicro,Zagreb,2,2,0,0
5654,f:2844,genacast ventures,New York,13,10,3,6
5655,f:2845,bradfordpartners,Pittsburg,1,1,0,0
5656,f:2846,gogreen,Brussels,2,2,0,0
5657,f:2847,clearpoint ventures,New York,2,2,0,1
5658,f:2848,jvb properties,Preston,1,1,0,0
5659,f:2849,nexia india,unknown,0,0,0,0
5660,f:285,incubic venture,SF Bay,6,4,0,5
5661,f:2851,gray matters,Atlanta,1,1,0,1
5662,f:2852,acumen,New York,2,2,0,3
5663,f:2853,ptv sciences,Austin,10,7,0,14
5664,f:2854,actonpartners,Munich,30,27,3,11
5665,f:2855,south yorkshire investment,unknown,11,10,0,13
5666,f:2856,devonshire investors,Boston,1,1,0,2
5667,f:2857,pierce pierce group,unknown,1,1,0,1
5668,f:2858,frontier,Charlotte,14,14,0,14
5669,f:2859,ballast point ventures,Tampa,11,9,0,15
5670,f:286,matrix,SF Bay,208,129,5,26
5671,f:2860,novo nordisk,Bagsvaerd,3,3,0,13
5672,f:2861,genechem,Montreal,2,1,0,9
5673,f:2862,zkb start up finance,unknown,7,7,0,0
5674,f:2863,adamant biomedical investments ag,Zurich,1,1,0,0
5675,f:2865,bio one,unknown,16,12,0,2
5676,f:2866,lacuna,Regensburg,4,4,0,1
5677,f:2867,flexpoint ford,Chicago,1,1,0,3
5678,f:2868,foursome investments,London,2,2,0,0
5679,f:2869,frog,London,9,7,0,4
5680,f:287,thorner ventures,TBD,1,1,0,0
5681,f:2871,care,Princeton,13,9,0,13
5682,f:2872,bay ventures,unknown,1,1,1,0
5683,f:2873,pras holdings,unknown,1,1,0,0
5684,f:2874,murex investments,Philadelphia,1,1,0,0
5685,f:2875,the zitelman group,Washington DC,2,2,0,2
5686,f:2876,sussex place ventures,London,2,1,0,1
5687,f:2877,bussiness accelerator,unknown,0,0,0,0
5688,f:2878,open ocean,Helsinki,9,8,1,5
5689,f:2879,ventegis,Berlin,4,3,0,0
5690,f:288,outcome,Washington DC,9,7,0,6
5691,f:2880,bia digital,Washington DC,6,6,0,3
5692,f:2881,cdib ventures,San Diego,2,2,0,1
5693,f:2882,yfy biotech management company,Taipei,2,2,0,0
5694,f:2883,prolog ventures,Saint Louis,17,12,0,6
5695,f:2886,ag,unknown,1,1,0,0
5696,f:2887,tbj investments,Boston,1,1,0,1
5697,f:2888,biotech turnaroundbtf,unknown,3,2,0,0
5698,f:289,allegiance,Los Angeles,1,1,0,0
5699,f:2890,ovationpartners,New York,1,1,0,0
5700,f:2891,citiâs sustainable development investments,unknown,1,1,0,0
5701,f:2894,nimes,Los Angeles,2,2,0,0
5702,f:2895,sustainable development investments,unknown,2,1,0,1
5703,f:2896,millennium ii materials technology,Tel Aviv,3,3,0,2
5704,f:2898,arancia international,Guadalajara,1,1,0,2
5705,f:2899,alliance technology ventures,Sarasota,7,6,0,4
5706,f:29,first round,SF Bay,361,211,0,29
5707,f:2900,scp vitalife,Philadelphia,8,6,0,4
5708,f:2901,qureinvest,Zurich,1,1,0,0
5709,f:2902,greenmontpartners,Denver,4,4,0,3
5710,f:2903,rhone alpes creation,Lyon Cedex,5,3,0,0
5711,f:2904,expansinvest,CORENC,1,1,0,0
5712,f:2905,grenoble angels,unknown,4,4,0,0
5713,f:2906,viaduc 8,unknown,1,1,0,0
5714,f:2907,tecnet equity,Saint Poelten,4,4,2,4
5715,f:2908,business development bank of canada,Montreal,22,18,2,18
5716,f:2909,great hill,Boston,8,7,1,2
5717,f:291,roman holdings,unknown,1,1,0,0
5718,f:2910,emertec gestion,Grenoble,15,10,0,6
5719,f:2911,cea investissement,unknown,11,11,0,7
5720,f:2912,aquitaine creation,unknown,3,3,0,2
5721,f:2913,picoty,unknown,2,1,0,0
5722,f:2914,inveni,Helsinki,2,2,0,3
5723,f:2915,dsskjfmt,New Haven,6,6,0,3
5724,f:2916,vecata,Vejle,5,5,0,4
5725,f:2917,inventure,Aarhus,4,4,0,4
5726,f:2918,vaekstfonden,Hellerup,17,17,0,12
5727,f:2919,calyx bio ventures,Vancouver,1,1,1,2
5728,f:292,abs ventures,Boston,26,18,0,12
5729,f:2920,in vivo ventures,West Lafayette,1,1,0,3
5730,f:2921,golden pine ventures,Raleigh-Durham,1,1,0,4
5731,f:2922,purdue university endowment,West Lafayette,1,1,0,1
5732,f:2923,early equity,London,1,1,0,0
5733,f:2924,city light,New York,13,6,0,5
5734,f:2925,fidelity biosciences,Boston,29,21,0,20
5735,f:2926,novartis option,Basel,5,3,0,2
5736,f:2928,signet healthcare,New York,5,5,0,4
5737,f:2929,paul,Hong Kong,4,4,0,4
5738,f:293,dbventures,New York,1,1,0,0
5739,f:2930,capman oyj,Helsinki,8,7,2,2
5740,f:2931,priveq investment,Stockholm,1,1,0,4
5741,f:2932,fisher,Denver,4,2,0,2
5742,f:2934,pacific technology,Seattle,3,1,0,0
5743,f:2935,stuart mill venture,Washington DC,4,4,0,3
5744,f:2936,wolverine venture,Detroit,2,2,0,5
5745,f:2937,technology strategy board,Swindon,5,5,0,0
5746,f:2938,samson venture,Washington DC,2,1,0,0
5747,f:2939,finistã¨re business angels,San Diego,1,1,0,0
5748,f:294,dominion ventures,Philadelphia,4,4,0,1
5749,f:2940,polargroup,unknown,1,1,0,0
5750,f:2941,technologiegruenderfonds sachsen,Leipzig,5,5,0,5
5751,f:2942,corporate financing holding,unknown,2,2,0,0
5752,f:2943,s beteiligungen,Leipzig,2,2,0,0
5753,f:2944,technologiecontor,Gera,1,1,1,1
5754,f:2945,catcap,Hamburg,1,1,0,4
5755,f:2946,one equity,New York,6,6,3,7
5756,f:2947,johnson johnson development,New Brunswick,72,44,0,13
5757,f:2948,j p morgan securities,unknown,41,34,1,48
5758,f:295,enterprise,San Diego,40,23,0,11
5759,f:2952,dogwood equity,Raleigh-Durham,1,1,0,2
5760,f:2953,raymond james,Atlanta,1,1,0,20
5761,f:2954,fjord ventures,Los Angeles,4,3,0,2
5762,f:2955,montreux equity,SF Bay,14,9,0,10
5763,f:2957,federman sons,unknown,1,1,0,0
5764,f:2958,technorov,unknown,1,1,0,0
5765,f:2959,bargal r d investment,unknown,1,1,0,0
5766,f:296,hambrecht eu,TBD,1,1,0,0
5767,f:2960,phoenix insurance,Edmonton,2,2,0,1
5768,f:2961,polar investments,Israel - Other,1,1,0,2
5769,f:2962,clal biotechnology,unknown,10,8,0,10
5770,f:2963,foundation venturegroup,New Brunswick,6,5,0,2
5771,f:2964,bankinvest biomedical venture,Denmark - Other,3,3,0,3
5772,f:2965,merifin,Belgium - Other,5,4,0,3
5773,f:2966,k nominees,unknown,2,1,0,0
5774,f:2967,erie county industrial development agency,Buffalo,1,1,0,0
5775,f:2968,excell,Rochester,3,3,0,2
5776,f:2969,western new york venture association,Buffalo,1,1,0,0
5777,f:297,kb,Chicago,7,5,0,5
5778,f:2970,inveready technology investment group,Barcelona,22,22,0,20
5779,f:2971,case technology ventures,unknown,1,1,0,0
5780,f:2973,mobility ventures,Dallas,2,2,1,19
5781,f:2974,puretech ventures,Boston,5,3,0,5
5782,f:2975,u s department of energy,Washington DC,36,35,3,12
5783,f:2976,orchid asia group management,China - Other,2,2,0,1
5784,f:2977,shenzhen fortune venture,Shenzhen,7,6,0,1
5785,f:2978,merchant banking devision,Houston,9,9,0,3
5786,f:298,kettle,Chicago,2,1,0,0
5787,f:2981,maine technology institute,Brunswick,5,4,2,0
5788,f:2982,posco bioventures,San Diego,7,4,0,2
5789,f:2983,inventages ventureinvestment,Switzerland - Other,16,14,0,13
5790,f:2984,hamilton bioventures,San Diego,5,4,0,1
5791,f:2985,trevi health ventures,New York,7,6,0,0
5792,f:2986,vollin holdings,unknown,0,0,0,0
5793,f:299,outlook ventures,SF Bay,13,10,1,6
5794,f:2990,lilly asian ventures,Shanghai,2,2,0,2
5795,f:2991,hbm biocapital,unknown,5,3,0,0
5796,f:2992,novartis bioventures,unknown,10,10,0,9
5797,f:2993,biomedinvest,Switzerland - Other,12,9,0,10
5798,f:2994,vi,Switzerland - Other,28,18,0,5
5799,f:2996,prairiegold venture,Sioux Falls,9,7,0,2
5800,f:2997,healthcap,Stockholm,24,18,0,11
5801,f:2998,endeavour vision,Switzerland - Other,13,10,2,9
5802,f:2999,ppm oost,Arnhem,8,7,0,0
5803,f:3,trinity ventures,SF Bay,188,111,0,43
5804,f:30,mangrovepartners,Luxembourg,55,36,6,12
5805,f:3000,iv holdings,Amman,1,1,0,2
5806,f:3001,standard bank,Johannesburg,0,0,3,7
5807,f:3002,clarian health ventures,Indianapolis,3,3,0,0
5808,f:3003,nibcpartners,The Hague,1,1,0,0
5809,f:3004,innovationsstiftung der schwyzer kantonalbank,unknown,2,2,0,0
5810,f:3005,mp healthcare venture management,Boston,15,9,0,4
5811,f:3006,medibic alliance,Tokyo,2,1,0,1
5812,f:3007,everbright investment management,unknown,2,1,0,0
5813,f:3008,suzhou ventures,unknown,2,2,0,1
5814,f:3009,third rock ventures,Boston,48,32,2,47
5815,f:301,william blair new world ventures,unknown,3,3,0,3
5816,f:3010,swiftsure,Seattle,3,3,0,0
5817,f:3012,garnett helfrich,SF Bay,4,3,0,1
5818,f:3013,caja de burgos investment arm,Burgos,1,1,0,0
5819,f:3014,corporaciã³n caja de granada,Granada,1,1,0,0
5820,f:3015,espí­rito santo,Lisboa,1,1,0,0
5821,f:3016,cajasol,unknown,1,1,0,0
5822,f:3017,caja de ahorros de castilla la mancha invesment arm,unknown,1,1,0,0
5823,f:3018,cai desarrollo empresarial,Zaragoza,1,1,0,0
5824,f:3020,searsmanagement,SF Bay,1,1,0,1
5825,f:3021,nyserda,Albany,1,1,1,0
5826,f:3022,cti,Quebec,6,3,0,1
5827,f:3023,origo resource,Beijing,1,1,0,2
5828,f:3024,cody gate ventures,Cheltenham,2,2,0,0
5829,f:3025,swarth investments,unknown,1,1,0,0
5830,f:3026,ashmore investment management,London,1,1,0,1
5831,f:3028,china merchants technology group,Hong Kong - Other,1,1,0,0
5832,f:3029,create,London,3,2,0,2
5833,f:303,aplix,Tokyo,3,3,0,2
