,funding_round_id,funded_object_id,investor_object_id
47557,23905,5476,10052
47558,23905,5476,7465
47559,23906,5477,2802
47560,23906,5477,6250
47561,23906,5477,8050
47562,23906,5477,2803
47563,23907,5472,10269
47564,23908,21023,8281
47565,23909,5478,6446
47566,23910,970,4576
47567,23911,13158,3243
47568,23911,13158,3395
47569,23911,13158,6645
47570,23911,13158,9143
47571,23913,5480,8950
47572,23914,5481,9977
47573,23915,20088,9510
47574,23915,20088,5941
47575,23916,5483,9510
47576,23917,5484,9510
47577,23917,5484,6592
47578,23918,2265,9510
47579,23918,2265,6592
47580,23919,2959,9510
47581,23920,5485,9510
47582,23920,5485,8485
47583,23920,5485,4924
47584,23921,5486,8485
47585,23921,5486,9510
47586,23922,5487,9510
47587,23922,5487,3826
47588,23923,20435,6592
47589,23924,12749,9510
47590,23925,5488,9510
47591,23925,5488,6160
47592,23926,197,5057
47593,23926,197,5276
47594,23926,197,5907
47595,23930,762,9198
47596,23931,922,6122
47597,23932,5490,10239
47598,23932,5490,9143
47599,23933,5491,2805
47600,23934,5493,2807
47601,23935,3944,6950
47602,23935,3944,2795
47603,23936,5494,9149
47604,23937,4328,4129
47605,23938,19777,8163
47606,23939,17484,9218
47607,23940,5246,7915
47608,23940,5246,10052
47609,23941,5497,9209
47610,23941,5497,8998
47611,23944,5501,5379
47612,23945,5502,9633
47613,23946,4686,10032
47614,23946,4686,9866
47615,23947,1609,7137
47616,23947,1609,4607
47617,23947,1609,2716
47618,23948,18820,6266
47619,23948,18820,4553
47620,23951,15087,9510
47621,23951,15087,6570
47622,23951,15087,2809
47623,23952,21411,6113
47624,23952,21411,6430
47625,23952,21411,3588
47626,23954,2675,4836
47627,23954,2675,6645
47628,23954,2675,8465
47629,23954,2675,5057
47630,23954,2675,7370
47631,23956,2205,3395
47632,23957,14846,9600
47633,23957,14846,4882
47634,23957,14846,4663
47635,23958,4632,7602
47636,23959,9608,4715
47637,23959,9608,5027
47638,23959,9608,7465
47639,23959,9608,5015
47640,23960,20761,4663
47641,23960,20761,5098
47642,23961,17640,5624
47643,23961,17640,5953
47644,23961,17640,6353
47645,23962,4322,9955
47646,23963,20729,5675
47647,23963,20729,5350
47648,23964,17360,9600
47649,23964,17360,7201
47650,23964,17360,10171
47651,23965,5514,2764
47652,23965,5514,6418
47653,23967,5517,2670
47654,23969,17038,6915
47655,23971,20356,4843
47656,23971,20356,7476
47657,23972,5522,2811
47658,23973,19430,4675
47659,23973,19430,9281
47660,23973,19430,4568
47661,23974,1929,3588
47662,23974,1929,6504
47663,23975,19635,5965
47664,23975,19635,6146
47665,23976,11805,4067
47666,23976,11805,7197
47667,23976,11805,4599
47668,23977,20016,2813
47669,23977,20016,2814
47670,23978,5518,9623
47671,23978,5518,4675
47672,23978,5518,9419
47673,23979,12436,7772
47674,23979,12436,4887
47675,23979,12436,4952
47676,23979,12436,4655
47677,23979,12436,5020
47678,23979,12436,10281
47679,23979,12436,10282
47680,23980,14540,8515
47681,23981,5523,6955
47682,23982,5524,10146
47683,23983,5526,2815
47684,23983,5526,5117
47685,23984,3726,2816
47686,23985,5527,5630
47687,23986,5528,10103
47688,23987,4853,3725
47689,23987,4853,8998
47690,23987,4853,8998
47691,23990,5531,3474
47692,23991,616,9767
47693,23993,20488,8163
47694,23993,20488,4780
47695,23994,5537,9060
47696,23994,5537,2826
47697,23996,20798,6470
47698,23997,5535,10238
47699,23999,5536,10118
47700,23999,5536,6694
47701,23999,5536,5042
47702,24000,8061,5926
47703,24000,8061,8993
47704,24000,8061,3016
47705,24000,8061,7869
47706,24001,5153,4658
47707,24002,21122,7110
47708,24003,17542,10086
47709,24004,5541,5368
47710,24006,5544,2817
47711,24006,5544,7057
47712,24007,5546,8947
47713,24007,5546,2819
47714,24008,5547,9287
47715,24008,5547,9293
47716,24008,5547,7128
47717,24009,13689,8906
47718,24009,13689,8485
47719,24009,13689,3800
47720,24010,5549,3474
47721,24011,5550,9438
47722,24011,5550,4054
47723,24012,5551,6580
47724,24012,5551,9126
47725,24013,3539,10087
47726,24015,3351,2821
47727,24017,2214,8157
47728,24017,2214,5425
47729,24017,2214,3603
47730,24017,2214,10023
47731,24017,2214,2659
47732,24017,2214,2820
47733,24017,2214,10043
47734,24018,97,3864
47735,24018,97,4754
47736,24018,97,6095
47737,24018,97,7465
47738,24018,97,6333
47739,24019,20823,9046
47740,24019,20823,2795
47741,24019,20823,9865
47742,24019,20823,4581
47743,24019,20823,7909
47744,24020,2570,4675
47745,24020,2570,9623
47746,24020,2570,6266
47747,24020,2570,6146
47748,24021,19340,9252
47749,24022,1450,6570
47750,24022,1450,5763
47751,24022,1450,8950
47752,24023,1636,6333
47753,24023,1636,9229
47754,24024,18247,3864
47755,24024,18247,9703
47756,24024,18247,5502
47757,24024,18247,6452
47758,24024,18247,6181
47759,24026,19856,3148
47760,24027,5562,4581
47761,24027,5562,8175
47762,24027,5562,6754
47763,24028,5563,7566
47764,24029,1796,10049
47765,24029,1796,5007
47766,24030,1796,10049
47767,24030,1796,5007
47768,24031,5566,4675
47769,24032,5573,6228
47770,24032,5573,3287
47771,24035,17513,5392
47772,24035,17513,9834
47773,24036,5576,5220
47774,24036,5576,6519
47775,24037,2358,8485
47776,24037,2358,6390
47777,24037,2358,2823
47778,24037,2358,9147
47779,24037,2358,2818
47780,24038,902,5392
47781,24039,1482,7244
47782,24039,1482,7105
47783,24039,1482,9538
47784,24039,1482,5666
47785,24039,1482,9199
47786,24040,20627,5392
47787,24041,13879,5392
47788,24042,4455,8125
47789,24042,4455,2999
47790,24042,4455,3329
47791,24043,5556,9829
47792,24044,10466,6364
47793,24045,14231,5392
47794,24046,5577,2824
47795,24047,19201,5392
47796,24047,19201,10293
47797,24047,19201,2918
47798,24048,9410,5392
47799,24049,5578,5392
47800,24050,917,5392
47801,24051,12739,5392
47802,24051,12739,10216
47803,24052,1606,5257
47804,24052,1606,4582
47805,24053,4262,5764
47806,24055,5584,4752
47807,24055,5584,4657
47808,24055,5584,5927
47809,24055,5584,8940
47810,24055,5584,7047
47811,24055,5584,6470
47812,24057,19213,5017
47813,24057,19213,5479
47814,24058,97,6333
47815,24058,97,7465
47816,24058,97,6095
47817,24059,2539,4751
47818,24064,4965,6113
47819,24064,4965,6433
47820,24064,4965,7105
47821,24064,4965,10094
47822,24064,4965,5927
47823,24064,4965,3486
47824,24065,7625,9834
47825,24065,7625,7598
47826,24065,7625,8715
47827,24065,7625,7353
47828,24066,8589,9902
47829,24066,8589,9370
47830,24066,8589,3486
47831,24067,7044,7110
47832,24068,12004,4440
47833,24068,12004,7587
47834,24068,12004,6763
47835,24068,12004,4707
47836,24068,12004,9843
47837,24068,12004,7966
47838,24068,12004,8956
47839,24069,1182,10133
47840,24069,1182,8274
47841,24070,9297,5547
47842,24070,9297,8216
47843,24070,9297,5526
47844,24070,9297,5548
47845,24070,9297,5137
47846,24070,9297,5545
47847,24071,3195,9759
47848,24071,3195,6914
47849,24071,3195,8985
47850,24072,19634,6717
47851,24072,19634,5411
47852,24073,20624,3309
47853,24073,20624,4670
47854,24074,2267,6333
47855,24077,2071,4686
47856,24077,2071,5510
47857,24078,5592,7813
47858,24079,5570,2918
47859,24081,5489,2812
47860,24084,20166,2752
47861,24084,20166,9795
47862,24086,16750,2827
47863,24087,5521,6570
47864,24089,9350,5439
47865,24089,9350,4752
47866,24089,9350,5019
47867,24089,9350,6156
47868,24090,18829,4697
47869,24090,18829,7244
47870,24090,18829,2633
47871,24091,3981,8163
47872,24091,3981,2945
47873,24091,3981,2703
47874,24091,3981,4248
47875,24092,5600,2828
47876,24093,5601,7813
47877,24093,5601,8640
47878,24095,7394,6695
47879,24095,7394,8456
47880,24096,5603,3588
47881,24097,18704,4891
47882,24097,18704,10139
47883,24098,5604,8544
47884,24098,5604,2829
47885,24099,5605,9178
47886,24099,5605,8544
47887,24099,5605,3210
47888,24100,20667,8635
47889,24100,20667,7244
47890,24101,14231,4476
47891,24101,14231,6763
47892,24102,452,6570
47893,24102,452,5371
47894,24102,452,7379
47895,24103,5609,9256
47896,24103,5609,9150
47897,24104,2885,5907
47898,24104,2885,5666
47899,24104,2885,5251
47900,24105,21018,8528
47901,24105,21018,8901
47902,24106,19952,6751
47903,24107,1648,7517
47904,24110,18087,8157
47905,24110,18087,10023
47906,24110,18087,10043
47907,24110,18087,2659
47908,24111,5612,5057
47909,24111,5612,5666
47910,24111,5612,9198
47911,24111,5612,9089
47912,24111,5612,5927
47913,24111,5612,6834
47914,24112,2356,9229
47915,24112,2356,8265
47916,24113,7413,9381
47917,24114,3082,3474
47918,24114,3082,7650
47919,24115,5614,5384
47920,24115,5614,2832
47921,24116,5615,9623
47922,24117,5616,2833
47923,24117,5616,2834
47924,24117,5616,9698
47925,24118,7515,8396
47926,24119,7515,6592
47927,24119,7515,9089
47928,24119,7515,2849
47929,24119,7515,2847
47930,24120,18800,2835
47931,24121,19098,3862
47932,24121,19098,5467
47933,24121,19098,6145
47934,24122,4679,2836
47935,24123,1414,3419
47936,24124,18302,3309
47937,24125,5532,5850
47938,24126,12448,2839
47939,24126,12448,8727
47940,24126,12448,9114
47941,24126,12448,5113
47942,24126,12448,2840
47943,24127,5618,9046
47944,24128,12892,4661
47945,24128,12892,6570
47946,24128,12892,4752
47947,24128,12892,4567
47948,24128,12892,9080
47949,24128,12892,4906
47950,24129,8668,5017
47951,24131,5540,5927
47952,24131,5540,9336
47953,24131,5540,10216
47954,24131,5540,6119
47955,24131,5540,3093
47956,24132,5309,4891
47957,24133,5623,3344
47958,24134,5625,9195
47959,24135,19615,3419
47960,24136,8668,5017
47961,24136,8668,7789
47962,24136,8668,6425
47963,24137,753,2842
47964,24137,753,10186
47965,24137,753,9249
47966,24137,753,10185
47967,24139,3826,2843
47968,24140,20159,2845
47969,24141,5621,2844
47970,24142,5627,6717
47971,24142,5627,8916
47972,24145,5631,10000
47973,24145,5631,8861
47974,24148,1495,8066
47975,24149,21087,5907
47976,24149,21087,4785
47977,24151,6954,7545
47978,24151,6954,8265
47979,24151,6954,4319
47980,24151,6954,8465
47981,24152,5635,8565
47982,24153,5636,10074
47983,24154,1521,7105
47984,24154,1521,9692
47985,24154,1521,3956
47986,24154,1521,9061
47987,24155,5639,7050
47988,24155,5639,9198
47989,24155,5639,2994
47990,24157,15203,8152
47991,24158,18583,6915
47992,24159,5643,3914
47993,24160,5644,3729
47994,24161,5619,2726
47995,24162,768,2726
47996,24163,19779,2726
47997,24164,15184,5257
47998,24164,15184,4752
47999,24164,15184,6570
48000,24165,5646,8655
48001,24166,5647,2771
48002,24167,5648,5373
48003,24167,5648,9896
48004,24168,5649,2850
48005,24168,5649,2852
48006,24169,5650,10074
48007,24170,5628,2726
48008,24173,5655,9218
48009,24174,3322,2956
48010,24175,5659,8165
48011,24175,5659,2853
48012,24175,5659,2854
48013,24177,5661,2855
48014,24178,19717,8163
48015,24178,19717,5154
48016,24178,19717,10133
48017,24179,5662,2678
48018,24180,5663,4891
48019,24180,5663,7401
48020,24181,19349,6717
48021,24181,19349,9378
48022,24182,19349,2737
48023,24185,4404,8163
48024,24186,4959,9579
48025,24187,14192,5213
48026,24187,14192,8635
48027,24187,14192,10144
48028,24187,14192,9046
48029,24188,12823,10013
48030,24188,12823,2791
48031,24188,12823,8120
48032,24188,12823,10121
48033,24188,12823,9706
48034,24188,12823,9957
48035,24189,17816,4675
48036,24189,17816,5392
48037,24189,17816,3299
48038,24189,17816,6570
48039,24189,17816,8743
48040,24189,17816,4913
48041,24189,17816,7370
48042,24189,17816,6732
48043,24190,11656,5381
48044,24190,11656,8066
48045,24191,2040,6632
48046,24191,2040,2733
48047,24191,2040,4546
48048,24191,2040,2820
48049,24191,2040,3692
48050,24191,2040,3634
48051,24192,21077,6756
48052,24192,21077,7806
48053,24192,21077,8707
48054,24193,3277,5965
48055,24194,5672,9082
48056,24195,5673,8163
48057,24195,5673,9198
48058,24197,5675,5135
48059,24197,5675,5102
48060,24197,5675,5018
48061,24198,3891,9270
48062,24198,3891,8130
48063,24199,5676,2965
48064,24199,5676,6579
48065,24204,2537,2861
48066,24204,2537,2862
48067,24204,2537,2721
48068,24204,2537,8447
48069,24205,15871,7238
48070,24205,15871,2633
48071,24205,15871,6645
48072,24205,15871,10005
48073,24206,19143,3729
48074,24206,19143,7909
48075,24207,2655,8066
48076,24207,2655,2696
48077,24207,2655,9509
48078,24207,2655,7407
48079,24208,20853,7308
48080,24208,20853,8940
48081,24208,20853,2860
48082,24209,21033,5907
48083,24209,21033,10005
48084,24209,21033,4397
48085,24209,21033,9559
48086,24210,16577,7208
48087,24211,21215,10216
48088,24211,21215,5314
48089,24211,21215,3647
48090,24212,5681,5629
48091,24214,5326,8572
48092,24214,5326,2633
48093,24214,5326,2863
48094,24215,12567,6333
48095,24216,16142,4661
48096,24217,5682,7921
48097,24217,5682,5210
48098,24218,7063,5355
48099,24218,7063,4047
48100,24219,5683,2864
48101,24219,5683,2865
48102,24219,5683,8225
48103,24220,5684,10024
48104,24221,859,5355
48105,24221,859,4047
48106,24222,5685,2703
48107,24222,5685,9902
48108,24222,5685,8951
48109,24223,13939,8163
48110,24224,5687,5752
48111,24225,4244,2721
48112,24227,1739,5479
48113,24227,1739,6433
48114,24227,1739,5987
48115,24228,5690,6576
48116,24228,5690,5057
48117,24229,21396,5567
48118,24229,21396,4836
48119,24229,21396,2818
48120,24230,5692,3145
48121,24231,18644,5118
48122,24231,18644,3205
48123,24231,18644,2867
48124,24232,5693,2868
48125,24233,21363,4697
48126,24233,21363,9623
48127,24233,21363,3822
48128,24233,21363,8993
48129,24234,5694,9600
48130,24235,17079,7197
48131,24235,17079,5381
48132,24235,17079,5508
48133,24235,17079,9726
48134,24236,14976,9227
48135,24237,5697,3491
48136,24237,5697,2989
48137,24238,5698,9438
48138,24239,5700,9938
48139,24240,19830,2869
48140,24241,1739,5479
48141,24241,1739,5843
48142,24242,1556,7598
48143,24242,1556,9439
48144,24242,1556,10070
48145,24243,16809,10133
48146,24245,4828,8963
48147,24248,5706,10137
48148,24249,5328,4428
48149,24250,5707,5907
48150,24250,5707,7447
48151,24251,16689,9152
48152,24252,16271,3438
48153,24252,16271,10132
48154,24252,16271,3079
48155,24252,16271,4802
48156,24253,4327,9986
48157,24253,4327,9709
48158,24254,5709,3895
48159,24255,5710,6670
48160,24257,6984,6199
48161,24257,6984,4088
48162,24257,6984,6069
48163,24257,6984,5298
48164,24258,5711,6021
48165,24258,5711,4245
48166,24258,5711,4246
48167,24259,5712,2870
48168,24260,2449,2872
48169,24261,2266,2873
48170,24262,4025,8163
48171,24263,5716,2874
48172,24264,7133,2875
48173,24265,5717,3956
48174,24265,5717,7587
48175,24266,5523,6955
48176,24268,5719,2876
48177,24268,5719,6267
48178,24268,5719,6558
48179,24268,5719,2877
48180,24269,5720,5282
48181,24269,5720,7446
48182,24269,5720,2878
48183,24269,5720,5319
48184,24271,5721,2880
48185,24272,5722,8792
48186,24273,5520,6576
48187,24273,5520,5927
48188,24273,5520,9336
48189,24274,5526,2815
48190,24274,5526,5117
48191,24276,4072,2795
48192,24277,2983,4924
48193,24277,2983,10257
48194,24277,2983,8163
48195,24277,2983,2881
48196,24278,21132,2882
48197,24280,5726,2883
48198,24281,3015,8163
48199,24285,14107,3823
48200,24285,14107,3677
48201,24285,14107,2795
48202,24286,9565,5508
48203,24286,9565,5102
48204,24286,9565,5106
48205,24286,9565,6456
48206,24288,18593,6741
48207,24288,18593,9918
48208,24289,5732,2885
48209,24289,5732,2886
48210,24289,5732,2888
48211,24290,5733,5359
48212,24290,5733,3474
48213,24291,5735,4887
48214,24291,5735,5075
48215,24292,5734,5730
48216,24293,5736,2890
48217,24295,5737,8916
48218,24299,13267,5242
48219,24299,13267,4792
48220,24299,13267,8901
48221,24299,13267,5589
48222,24299,13267,9317
48223,24299,13267,9156
48224,24301,4168,3474
48225,24302,4764,8315
48226,24304,2371,8635
48227,24305,6641,3588
48228,24305,6641,6326
48229,24305,6641,4874
48230,24305,6641,6661
48231,24306,3294,5875
48232,24306,3294,8855
48233,24306,3294,7447
48234,24307,19889,4440
48235,24307,19889,5167
48236,24307,19889,9214
48237,24307,19889,4697
48238,24308,18512,5907
48239,24308,18512,9786
48240,24308,18512,4675
48241,24308,18512,7407
48242,24308,18512,6645
48243,24309,5748,5118
48244,24309,5748,4261
48245,24311,856,6113
48246,24312,5750,7447
48247,24313,21270,8947
48248,24315,19345,2892
48249,24315,19345,9499
48250,24316,10174,7407
48251,24316,10174,9593
48252,24316,10174,4047
48253,24316,10174,8750
48254,24316,10174,5282
48255,24317,5755,9489
48256,24319,5754,8828
48257,24319,5754,5875
48258,24319,5754,3549
48259,24319,5754,4090
48260,24320,2656,7956
48261,24321,4989,4645
48262,24321,4989,5239
48263,24321,4989,4129
48264,24322,21604,8209
48265,24322,21604,8274
48266,24322,21604,6243
48267,24322,21604,7244
48268,24322,21604,9224
48269,24323,1593,6113
48270,24323,1593,4972
48271,24324,5758,2894
48272,24324,5758,5373
48273,24325,21094,8163
48274,24326,993,9825
48275,24326,993,2737
48276,24326,993,8225
48277,24328,2576,8719
48278,24328,2576,4783
48279,24329,18543,5057
48280,24329,18543,4836
48281,24330,2344,3565
48282,24330,2344,3909
48283,24332,20832,7743
48284,24332,20832,3891
48285,24333,21545,9165
48286,24334,671,3885
48287,24334,671,3371
48288,24335,21125,4646
48289,24335,21125,4129
48290,24336,1373,3418
48291,24338,13000,2896
48292,24340,19821,9448
48293,24342,12878,5875
48294,24342,12878,9102
48295,24342,12878,10094
48296,24342,12878,4509
48297,24343,1490,5907
48298,24343,1490,6717
48299,24343,1490,8181
48300,24343,1490,4090
48301,24344,5769,7498
48302,24345,6825,3339
48303,24346,5770,4060
48304,24346,5770,7244
48305,24346,5770,9947
48306,24347,19238,4675
48307,24347,19238,2795
48308,24348,16461,4612
48309,24348,16461,3299
48310,24348,16461,9028
48311,24348,16461,8120
48312,24349,18542,10133
48313,24350,2794,7244
48314,24350,2794,8920
48315,24351,12686,9818
48316,24352,5771,9270
48317,24353,5772,9586
48318,24354,5773,2751
48319,24355,5454,2919
48320,24359,1637,8225
48321,24360,1610,8176
48322,24360,1610,10094
48323,24360,1610,4509
48324,24361,5782,7158
48325,24362,5783,5763
48326,24362,5783,7534
48327,24362,5783,3210
48328,24362,5783,9867
48329,24364,5619,4129
48330,24365,15674,7024
48331,24365,15674,7589
48332,24366,15674,5172
48333,24366,15674,7024
48334,24366,15674,7589
48335,24367,15674,5027
48336,24367,15674,5172
48337,24367,15674,7589
48338,24367,15674,7024
48339,24368,3222,6267
48340,24369,5780,8163
48341,24372,5774,2900
48342,24373,2650,4088
48343,24374,5613,9149
48344,24375,5789,2902
48345,24376,5790,9149
48346,24377,5792,6695
48347,24379,5793,9341
48348,24380,20654,2652
48349,24381,5794,8724
48350,24382,5795,4676
48351,24385,5798,4360
48352,24386,5800,9149
48353,24387,5801,3474
48354,24387,5801,2903
48355,24389,1259,8364
48356,24390,6641,4874
48357,24390,6641,6661
48358,24391,18543,6645
48359,24391,18543,5057
48360,24391,18543,10005
48361,24391,18543,2905
48362,24391,18543,4697
48363,24391,18543,6982
48364,24394,1516,9066
48365,24394,1516,9779
48366,24395,5807,8273
48367,24396,2508,9149
48368,24397,4758,4675
48369,24397,4758,9623
48370,24397,4758,6717
48371,24398,19105,9979
48372,24398,19105,5999
48373,24398,19105,9393
48374,24398,19105,7476
48375,24398,19105,9046
48376,24399,18577,2906
48377,24399,18577,6333
48378,24401,1394,4387
48379,24401,1394,6914
48380,24402,1512,9149
48381,24403,3308,7498
48382,24403,3308,4955
48383,24404,14901,6694
48384,24404,14901,5508
48385,24404,14901,7105
48386,24404,14901,7976
48387,24404,14901,8181
48388,24404,14901,5392
48389,24405,5144,8364
48390,24406,1361,5057
48391,24406,1361,9594
48392,24406,1361,9979
48393,24406,1361,8824
48394,24406,1361,8364
48395,24407,5246,7403
48396,24407,5246,8120
48397,24410,21360,8364
48398,24412,19084,8364
48399,24414,16240,7110
48400,24414,16240,8241
48401,24414,16240,2908
48402,24414,16240,2910
48403,24414,16240,7197
48404,24414,16240,5763
48405,24414,16240,5159
48406,24414,16240,4124
48407,24416,16037,6333
48408,24416,16037,4067
48409,24418,14338,7766
48410,24418,14338,3506
48411,24418,14338,10052
48412,24419,1794,6418
48413,24420,2554,6981
48414,24420,2554,3864
48415,24421,19267,3419
48416,24422,13081,2906
48417,24422,13081,5763
48418,24422,13081,6971
48419,24423,5820,5230
48420,24423,5820,6154
48421,24424,5821,2911
48422,24424,5821,2912
48423,24425,798,8961
48424,24425,798,6430
48425,24426,13528,9028
48426,24426,13528,5057
48427,24426,13528,9336
48428,24426,13528,9046
48429,24427,2633,9696
48430,24428,14851,2648
48431,24429,5822,2913
48432,24430,5823,7308
48433,24431,3185,2914
48434,24432,5824,2915
48435,24432,5824,8903
48436,24433,18480,5676
48437,24434,19697,8281
48438,24434,19697,9051
48439,24435,5825,10005
48440,24435,5825,4675
48441,24435,5825,4800
48442,24436,5827,9191
48443,24436,5827,4360
48444,24437,5827,9648
48445,24437,5827,6831
48446,24438,9020,5213
48447,24438,9020,9066
48448,24438,9020,6333
48449,24438,9020,9046
48450,24439,4016,8163
48451,24439,4016,3278
48452,24440,15828,4661
48453,24441,13234,4843
48454,24441,13234,6390
48455,24441,13234,9680
48456,24441,13234,7598
48457,24441,13234,5040
48458,24442,2750,8120
48459,24442,2750,6632
48460,24443,14349,2916
48461,24444,5831,8947
48462,24445,18291,2917
48463,24445,18291,7909
48464,24445,18291,2920
48465,24446,16644,10133
48466,24447,2566,5290
48467,24447,2566,6326
48468,24448,13963,5106
48469,24448,13963,5075
48470,24448,13963,5141
48471,24448,13963,5926
48472,24450,4366,2921
48473,24451,5832,2728
48474,24452,5834,7614
48475,24454,5835,9225
48476,24455,4425,2922
48477,24456,20223,9773
48478,24456,20223,9065
48479,24457,1312,7697
48480,24458,5840,2919
48481,24459,5840,2923
48482,24460,5583,10050
48483,24460,5583,7069
48484,24460,5583,4697
48485,24461,2250,6895
48486,24461,2250,5764
48487,24462,7444,8265
48488,24462,7444,3232
48489,24462,7444,8485
48490,24462,7444,3956
48491,24463,4192,2924
48492,24464,1176,8209
48493,24465,5842,5931
48494,24466,5843,8157
48495,24466,5843,8163
48496,24467,5844,2926
48497,24468,5845,8947
48498,24469,9510,7379
48499,24469,9510,4715
48500,24469,9510,4713
48501,24469,9510,10052
48502,24469,9510,5722
48503,24469,9510,5099
48504,24469,9510,5102
48505,24470,4274,3232
48506,24470,4274,9296
48507,24479,19671,6333
48508,24480,11914,9773
48509,24481,16538,5479
48510,24481,16538,8750
48511,24481,16538,3210
48512,24482,1832,3794
48513,24483,2842,6372
48514,24484,5857,2927
48515,24484,5857,4557
48516,24487,5859,2929
48517,24495,5869,9681
48518,24495,5869,2930
48519,24496,5870,2931
48520,24496,5870,2932
48521,24496,5870,6312
48522,24497,5244,7197
48523,24497,5244,10005
48524,24497,5244,5927
48525,24498,4728,6645
48526,24498,4728,7197
48527,24499,9510,4715
48528,24499,9510,5102
48529,24499,9510,4713
48530,24500,5871,2933
48531,24501,5872,6181
48532,24504,5497,9209
48533,24505,4003,8364
48534,24510,5881,2935
48535,24510,5881,5738
48536,24511,5882,2936
48537,24512,3804,7909
48538,24513,1405,2937
48539,24513,1405,5271
48540,24513,1405,2795
48541,24513,1405,6333
48542,24514,1405,2795
48543,24514,1405,5271
48544,24514,1405,3926
48545,24514,1405,6333
48546,24515,11810,5027
48547,24515,11810,5271
48548,24515,11810,10075
48549,24515,11810,4713
48550,24516,5885,2933
48551,24517,5283,2938
48552,24519,8245,10081
48553,24519,8245,5271
48554,24520,8245,5271
48555,24521,5887,3278
48556,24522,16877,6452
48557,24522,16877,5271
48558,24522,16877,7382
48559,24524,4165,8265
48560,24524,4165,8163
48561,24524,4165,10152
48562,24524,4165,3956
48563,24524,4165,5392
48564,24524,4165,5331
48565,24524,4165,3324
48566,24524,4165,10102
48567,24524,4165,8364
48568,24524,4165,8824
48569,24527,20006,2939
48570,24527,20006,5220
48571,24527,20006,6519
48572,24528,5695,5666
48573,24528,5695,6390
48574,24528,5695,5927
48575,24528,5695,9224
48576,24528,5695,9853
48577,24529,5784,2940
48578,24530,19114,8163
48579,24530,19114,10072
48580,24530,19114,4583
48581,24531,469,7197
48582,24531,469,5479
48583,24531,469,7976
48584,24531,469,6426
48585,24532,4305,4928
48586,24533,1545,2793
48587,24534,5898,8494
48588,24534,5898,4966
48589,24534,5898,9137
48590,24535,641,2941
48591,24536,5899,2942
48592,24536,5899,2830
48593,24538,6661,2808
48594,24538,6661,8655
48595,24538,6661,6950
48596,24539,4413,5926
48597,24539,4413,5283
48598,24539,4413,7587
48599,24539,4413,5102
48600,24540,5901,9866
48601,24541,5902,8165
48602,24543,18426,5763
48603,24543,18426,3588
48604,24543,18426,3729
48605,24543,18426,5578
48606,24544,5909,10005
48607,24544,5909,3405
48608,24544,5909,6433
48609,24545,5909,3588
48610,24545,5909,6717
48611,24549,1038,6333
48612,24549,1038,6113
48613,24549,1038,5666
48614,24550,5915,8836
48615,24551,3561,2633
48616,24551,3561,7197
48617,24551,3561,5411
48618,24551,3561,4697
48619,24551,3561,4124
48620,24551,3561,9908
48621,24551,3561,4659
48622,24551,3561,5057
48623,24553,19696,9779
48624,24553,19696,7356
48625,24553,19696,2985
48626,24554,19794,2633
48627,24556,20875,6537
48628,24557,20604,4733
48629,24557,20604,10023
48630,24557,20604,10043
48631,24558,5917,7566
48632,24559,5585,4933
48633,24559,5585,6895
48634,24560,5919,10053
48635,24560,5919,9089
48636,24560,5919,10025
48637,24560,5919,8290
48638,24561,17451,6113
48639,24561,17451,10167
48640,24562,5554,6849
48641,24562,5554,7158
48642,24563,5920,5875
48643,24563,5920,2633
48644,24563,5920,9623
48645,24563,5920,9979
48646,24565,5923,9782
48647,24565,5923,7105
48648,24566,5617,10065
48649,24566,5617,6427
48650,24567,12550,5270
48651,24569,5927,8025
48652,24569,5927,9122
48653,24569,5927,2694
48654,24570,5929,8456
48655,24571,5933,2900
48656,24572,5937,8635
48657,24573,4866,6947
48658,24573,4866,2793
48659,24573,4866,8225
48660,24574,4154,7758
48661,24574,4154,10152
48662,24575,21047,5479
48663,24575,21047,4567
48664,24575,21047,5666
48665,24575,21047,7238
48666,24576,5932,8635
48667,24576,5932,6425
48668,24577,5469,3218
48669,24577,5469,2696
48670,24577,5469,2795
48671,24578,5931,9314
48672,24578,5931,2944
48673,24579,19316,9786
48674,24579,19316,3218
48675,24579,19316,4581
48676,24579,19316,10052
48677,24579,19316,6333
48678,24579,19316,8740
48679,24580,1073,10044
48680,24580,1073,3956
48681,24580,1073,2737
48682,24581,4848,10094
48683,24581,4848,10072
48684,24581,4848,4509
48685,24581,4848,6418
48686,24581,4848,4676
48687,24582,20911,3777
48688,24583,5847,5922
48689,24583,5847,6661
48690,24584,2940,9198
48691,24584,2940,8163
48692,24584,2940,7237
48693,24584,2940,9057
48694,24584,2940,5261
48695,24585,19316,6333
48696,24585,19316,4581
48697,24585,19316,10052
48698,24585,19316,8740
48699,24585,19316,8855
48700,24586,5943,9438
48701,24587,5944,10074
48702,24588,5947,9844
48703,24590,930,9178
48704,24591,20802,2946
48705,24597,1929,6504
48706,24597,1929,8228
48707,24597,1929,5927
48708,24597,1929,3588
48709,24607,5964,6394
48710,24608,5965,9978
48711,24613,3950,2949
48712,24613,3950,5283
48713,24613,3950,6645
48714,24613,3950,4706
48715,24618,5939,5927
48716,24618,5939,6433
48717,24619,5968,9150
48718,24620,871,8364
48719,24621,5969,5773
48720,24622,5970,3474
48721,24623,5971,2950
48722,24624,5973,9979
48723,24625,5974,9013
48724,24625,5974,5907
